sentiment,review_body,product_category
0,The fit is quite strange on me as the tie is very high on the waist. this makes the jacket look odd and quite voluminous. i was very impressed with the fabric though but will have to return. i wish retailer would post what size is the model wearing. maybe she is wearing a larger size than usual which falls lower.,Jackets
0,Was looking more for a tailored  blazer like chino jacket. this was just too bulky. usually wear a 00p  ordered the 00  and could have put a chunky sweater underneath. 5'4''  110 lbs  32c for reference.,Jackets
0,I live in ny and bought his coat for the winter  thinking since it was made out of wool it would be warm. this coat is extremely thing  more like a spring/fall coat and therefore i don't think the price justifies the quality. i am going to return and consider repurchasing if it goes on sale. i also wish it had a button or way of keeping it closed rather than just hang loosely.,Jackets
0,"Loved the look of this wool and so well made! problem was it literally would have been better on a bed as a blanket than on my body as a blanket coat. just overwhelmed me and didn't look good. i'm 5/9"" and 160 lbs so i'm no shrinking violet just too heavy of fabric.",Jackets
0,I bought this (because it looks beautiful  is well made  and a high quality piece). when i got it home and tried it on  it did not achieve the look i was going for (boho). instead  it was very drapery and full and big and i felt like i was wearing a ghost costume on halloween. i do love retailer's kimonos and thought i'd love this one. but it's going back. i don't need any more clothes in my closet that i do not absolutely love and want to wear again and again. that is my new criteria for purchasi,Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,"For reference  i'm 113 lbs  with a short torso so i was thrilled when i saw this jacket on-line. i was expecting a soft  comfortable and polished piece. i tried on a standard size xs and the color of the khaki is muted on line  it's a little darker in person and the finishings like zipper plackets are much lighter in contrast. also  it is a ""mixed-media/material"" type. for example  it's linen with soft leather accents  which also have varying tones on the inside of the collar  on the wrist area ",Jackets
1,"I first saw this online  and as a long-time wearer of vests  this really caught my eye. once it came into the store i was able to try it on  in grey small  and it was perfection. it just wasn't in the budget so i decided to wait for it to go on sale and watch the website every day. we have 5 stores in my area and when it got down to only 2 having limited availability for a small i sprang into action. the largest store had put it on the ""almost gone"" rack and they had only 2 smalls. i tried them",Jackets
1,I bought this jacket recently and i actually had been watching it in my retailer. store  but  they didn&#39;t have my size.  someone must have returned a size small and i scooped it up.  i probably would have bought the xs but  it was gone.  i went with it a little oversized and love it!  great quality and workmanship on the embroidery.   more like the items that retailer used to sell in 2004 and 2005!  super cute  love it!,Jackets
1,This jacket is perfect for fall! lightweight and easily worn over other tops or layers. looks great with jeans!,Jackets
1,"I'm 5'1""  <100 lbs. xs fits surprisingly well. the sleeves were rolled up when it arrived so i didn't noticed they were long. the wrinkled appearance looks fun and casual.     the big drawback is that the interior seams poke and scratch my skin when i wore it over a halter top. even over a tee it was irritating in one spot. despite that  love it enough to keep.",Jackets
1,Beautiful fall/winter piece! so soft and comfy!! was unsure about it when i saw it online but once i saw it in store and got to try it on and feel it i could not put it down! i felt you could definitely size down!,Jackets
1,I love this little vest! such an easy outfit completer. just throw it on over jeans and a tank or long sleeves and voila...effortlessly chic! the colors pop and it's the perfect length. if you're on the fence with this one  definitely give it a try. you won't be disappointed!,Jackets
1,The material is soft and the length is great. you can wear it with short or skinny jeans. the only drawback is the color because it is so light. it is pastel so if you like pastels it will be great for you.,Jackets
1,Beautiful color and soft texture. this piece is flattering and can be worn in many seasons.,Jackets
1,Don't try this on  if you don't plan to buy it. it feels amazing!!! i bought the black and it is a lovely charcoal color and matches so much.,Jackets
-1,As another reviewer wrote.. this is not the same jean featured on the website. same cut and style but it's a light denim wash with wiskering and worn look at the knees. i called customer service to see if this was a mistake and they said there was not really a way to check it unless i exchanged them. i didnt want the same wrong jeans again so i opted out ... too bad they are cure.,Jeans
-1,I love the way these jeans look and fit  but they have a chemical smell. i assumed the odor would go away after i washed them  but it doesn't seem to have helped.,Jeans
-1,I'm normally a size 25p. i bought these in a 26 because i wanted a more relaxed fit. i could barely pull them up over my calves. i could get them on and button them  but i felt like a sausage stuffed into a straw. size up 2 sizes at least!,Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit  they run really small  i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(,Jeans
-1,I really wanted to love these because i love my other steps  but they did not feel or fit the same way at all. i was also disappointed to see that they are cream and not white. these jeans feel stiffer than other stets i own and the waist was huge on me. sadly  these will be going back.,Jeans
-1,Pilcro jeans used to be my favorite. in the past 6 months or so  i have bought 3 new pairs  and all have been so disappointing. first of all  the quality is horrible now. in the past  they would last for years and hold up great. my last pair of stet jeans started to visibly wear out within a month. also  pilcro jeans now stink in the most disgusting toxic way. they smell horrible despite washing. what happened  pilcro?!?!?,Jeans
-1,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.    finally returned it without it making it out the door :(",Jeans
-1,These look nothing like the picture! they are super high-waisted & longer than they look in this picture. i felt as if i was wearing a pair of jeans from the 90's that just fit terribly. i thought they were going to be a pair of cropped wide legs & they are far from it. the color was also much lighter than shown in picture. super unflattering & just not for me. they're going back...,Jeans
0,After losing a lot of weight i thought i'd try a pair of skinny jeans and since pilcro is my favorite jeans brand  i bought my usual pilcro size but wow. these are just way too tight. they pull on like leggings or tights  clinging to every part of your leg - there isn't even a bit of looseness around the calves and my lower legs have never been big. i kept thinking i'd just lose more weight and they would fit better but that isn't happening either (the fit) so these are going to my daughter who,Jeans
0,I really like the pilcro serif style but the stet style does not work for my body. will have to return.,Jeans
0,I loved the color of these but they bagged out with just one wear. they are going back to store.,Jeans
0,I really liked these jeans initially  but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.,Jeans
0,I love j brand  however the fit of these jeans was all wrong for me. they were perfect from the knee up  however they stuck out too much at the bottom. a slight taper from the knee down would have made them perfect. i had to return them.,Jeans
0,"I have purchased many different styles of pilcro jeans  and have loved them all!!! these  unfortunately i do not like. i think they run large and the fit  just blah. the waist gapped and kinda had a ""mom jean"" look. i felt the quality was also not up to standard for this brand.",Jeans
0,I wear a 32 and sometimes a 31 but i could barely squeeze these on in a 32. the fabric is thick with lots of stretch but these are super skinny all the way to the ankle like a legging and not a jean. made for much thinner frames than mine.,Jeans
0,Very nice fabric but disappointed in the stitching on the knees. it looks nice but makes the pants very uncomfortable and tight around the knees. too bad because i love the style and hoped they would work!,Jeans
0,"The fit is definitely more ""straight-leg "" and not skinny  as the photos seem to imply. at 4'11"" and 95 lbs  the size 25 fit my waist and butt wonderfully  and the length was great  but the jean lost shape at the knee. i would recommend these jeans if you are not seeking a skinny fit!",Jeans
1,"Flattering fit  true to size  i ordered 31 which fit perfectly. i am 5'8""  145 lbs. wish it came in off white sand and black. great with boots  and more substantial than some leggings. also extremely comfy!!!",Jeans
1,Great pants! i love the style and fit! would highly recommend!,Jeans
1,"Love these funky jeans. they are a little baggy  like boyfriend jeans. i wore them with a linen white tee and wore them dressed up with a silk top and boots for ""casual"" friday. they are versatile. love these jeans!",Jeans
1,I love these jeans. they're incredibly soft  super comfortable and hold their shape. i can wear them for hours on end and i don't get that droopy  snagging look jeans can get when they stretch out.        fit: i am normally a 29/30 depending on the jean. i took these in the 30 - i usually have a difficult time finding skinny jeans that fit my legs and don't fall off my waist. these have enough give to accommodate my larger legs  but the material holds well  so i don't need a belt to keep them up,Jeans
1,Pilcros always fit perfectly and these jeans are no different. the style is great and a little different with the slits on the side. i bought the gold color which is a little brighter than pictured. for that reason  i'm on the fence about keeping them. i wish there were other bold colors to choose from since most of the other choices seem washed out.,Jeans
1,These jeans are perfect in every way. the rise is perfect  the stretch is perfect. we need more washes in this exact fit. i wish there was more consistency between pilcro denim washes of the same style!,Jeans
1,I love these jeans! i came on here to see if they were here on sale  and they are but alas  not in my size. i probably wear these three times per week - to work  going out with friends  all over. i got the gray and i would say the color on the site is true to how they look in person. i bought mine in the store and i will say that i've been on the fence about whether they're gray or purple but the site says gray. if you want a true gray that is a more blue-ish gray  then these are not it because,Jeans
1,These tight cords are perfect for fall.,Jeans
1,These pants are uh-mazing!! i love that they have a seam in the front of the leg and in the back of the leg. i didn't notice it in the photo online but in person it stands out more and anything vertical on my petite frame is a+. way to go! these are my new favorite pants...i wish pilcro would make this style in more colors  and fabrics.     i wear a 25p or a 24p and i'm glad i got the 25p because it's true these are tight in the leg but i think that's a good thing since cords look awful when the,Jeans
-1,"I'm 5'7"" 155lbs and ordered a large. it fit  but the arms were awkwardly short. the finish details on the end of each sleeve almost would have to be pushed back to the elbow for it to look right  which would be okay. however  the interior seam of the neckline is cut jaggedly and isn't even finished with any stitching. it's just tucked haphazardly inside the neckline and isn't sewn--it would unravel with washing.     it's soft and snuggly and cute if you get it on super-sale and don't mind it com",Knits
-1,I bought this top in two colors--i think it's a really cute  easy top to wear  but the fabric is extremely thin and poor quality. i tucked the front into a pair of shorts and i can already see a small snag forming  which i'm sure will be a hole in no time. two stars only because i really do like the look of the top generally  i just wish it was something that was going to last beyond a couple of wears.,Knits
-1,Fits large  wrinkles easily and not what i expected for the price.,Knits
-1,"This was not what i was expecting. at all. i am a medium in just about everything but ordered a large to possibly wear this as a dress instead of a tunic since i am around 5' 4"". the large fit like a small on me  and not like a typical oversized sweater type small  but a normal fitted top small. a previous reviewer said it is long and straight  and i think that is a good description for it. i think the models wearing this in the pictures are all wearing an extra-large #or a different cut of the",Knits
-1,I have had this shirt for a little over a month. i've wore it maybe 3-5 times and there is a small hole in the middle of the sleeve on my shoulder. it's not even on a seam  so i can't fix it. i expect much better quality from retailer. don't buy this. the quality is very disappointing. which is really unfortunate because this is a very nice fitting shirt and goes well with pencil skirts.,Knits
-1,Wish i would have read the reviews before i purchased and wore two of these. washed as directed and same outcome as everyone else. basically unwearable unless i maybe use it for a nightshirt. the shrinkage lengthwise was ridiculous. glad i didn't buy every color like i had planned to do!,Knits
-1,Bought this shirt on-line. wanted to love it but just couldn't. i ordered the xs and it was huge and way too unstructured for my style....just didn't have enough shape. had to send it back.,Knits
-1,I wanted to like this top  especially because of its comfortable material and color  but the asymmetrical shape didn't hang well on me. it also runs big - i got a small  and although the bodice fit okay  the sleeves were long  and the bottom of the top looked mishaped and dumpy. this top will be going back.,Knits
-1,Pretty design and good quality but the medium was very balloony at the bottom. fit my chest alright (34c) but flared out way too much at the bottom.,Knits
0,"I bought this shirt in white and am happy with the fact that it's not too sheer. the back detail is great. my only complaint is that it is too long. i got the small and it fits nicely in the arms and top  but it is much longer on me than on the model. i'm 5'5"" tall. it doesn't look great when i do a half tuck  but it looks fine if i tuck it all the way in. maybe an xs would have been a better fit.",Knits
0,I purchased this shirt in a medium  in the wine color. i love the drape and fit of the shirt. it has a laid back vibe and the material is supper soft and comfy. it is also a bit more substantial than some of the thinner shirts i've bought at retailer. you could easily dress this up or down. i wore this shirt a couple times and then machine washed it on cold on a delicates cycle and dried it flat. it majorly shrunk! now i can't wear it because the length shrank at least an inch or more. if you purc,Knits
0,Ditto to all of the reviews who state that this top is beautiful but runs small in the bust. i am a large or an xl so i ordered this in the xl. i'm a little broad and busty and it was too small/binding. this is a beautiful well made top for a certain body type.,Knits
0,I thought this top would be a nice addition to my fall wardrobe  and while the color didn't disappoint  everything else did. it's a very loose slub so it's very see through and thin  i'd have to wear a cami under it. also the tie front has a very high slit! like it went almost halfway up the shirt and definitely would have shown skin unless you layered the shirt. i do think this top would be a cute throw on top for yoga/ gym wear  but definitely not at this price. pass for me sadly...,Knits
0,Saw online and had to have. got it home and i was swimming in it! i normally am a size l in most retailer brands  but this felt so large! the actual top is lovely  with an airy artistic quality to it. not sure if i will go back for the medium or not.,Knits
0,I love the front of this shirt but i really should have paid more attention to the details of it. i would have realized the front and back are different materials  which i am not a fan of. i would have preferred the entire thing was made of the dressier front material instead of the jersey back. it's like a mullet  business in the front and party in the back. it's got great drape and is a beautiful blue though  so into rotation it goes.,Knits
0,The white is completely sheer. i am so tired of see through shirts!! even at the sale on top of sale prices  i wouldn't recommend this shirt. if the fabric weren't sheer it would be a very comfy shirt with a cute back. but it just looks silly with a tank top under it  the cotton just doesn't lay right.,Knits
0,I can usually be counted on to love a pretty top with lace detail and a bit of flow. this one has those qualities but it does not look great on me. perhaps it is too flowy because i am 5?3. or possibly the fabric is too soft a look on me. i did size down as reviewers suggested. maybe one size was not enough :-). i must return it.,Knits
0,I had read a few reviews on this shirt before ordering that said it ran small and was shorter than it looks. i thought it was worth finding out because i really liked how this shirt looks in the pictures on the store site. unfortunately  when i got it in the mail and opened it up i found out that all the earlier review were right.    it is much shorter than the dimensions implied in the pictures of the model. i was expecting a tunic style shirt that could be worn over leggings or skinny jeans th,Knits
1,Great boho chic top. a bit over - sized but soft and love the colors!,Knits
1,I bought this in an extra small at a store in the lilac color and loved it so much i ordered a white one online 2 days later. they were out of extra sm so i ordered a small which is still ok as it looks cute being on the big flowy side with my jeans. i normally wear a medium in tops. i've received many compliments on these... they are very figure flattering and it's nice they are a little sexy for a loose top because of the open shoulders. i hope they come out with more colors for summer because,Knits
1,Im size 16 top and the xl is a little big but it is a longer tshirt whihc i love thank you sooo much please return the size large back...,Knits
1,If you like loose flowing tops  embroidery  and fluttery sleeves  you'll adore this top! i went a size down and it's a perfect fit.,Knits
1,I purchased the green in xs and it fits perfect. it's very flattering. also  i purchased the blue in xxsp (only size available)  but it was too short.,Knits
1,I loved this shirt online but when it came to my house i loved it even more. super comfy and really flattering! i love it!!! runs true to size!,Knits
1,This t shirt is huge. i am 5' tall  size xs and i am swimming in this xs. i'm trying a size down. it is meant to be oversized but this is extreme.,Knits
1,This is one of the best tops i've ordered. it fits well  it can be worn dressy or casual. what is pictured is what you get. if you are considering this top  it can be worn all year round! the price is not outrageous  and the quality seems it could last for more than one season.,Knits
1,I purchased this with some hesitation  having read that some people thought it was unflattering. but i couldn't resist the sale price  and i love a low-maintenance work top and doesn't require ironing. this fits the bill perfectly. it's made of high quality fabric  there's a soft inner lining with a side zip closure  and it has a pretty narrow profile so initially i found it a little snug to wiggle into (i got a small)  but once on it fit perfectly  and is so flattering i can't imagine why other,Knits
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
1,Like the look of this tank  ran a bit larger than expected at the neck but overall happy with the purchase,Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin  you can see ripples from my belly lol  but still fairly flattering. i ended up purchasing  but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it  that htin...,Layering
1,This bodysuit will be a staple for me this winter. i wear it own its own and under just about everything. i just ordered another one!,Layering
1,I orderd this product in a size large  because i was afraid of it being seamless would make it too tight on my larger chest (32ddd)  however the opposite happened. because it doesn't have any kind of seams it is very boxy and not skin tight like i expected  however it still works because it does fit me around my chest comfortably and when worn under something it gives a nice blouson effect. also  the v is a very nice depth- not too deep or too shallow. overall  i'm happy with it because it's a n,Layering
1,I love this style of tank top with the wider straps. very flattering but yes the armholes are big and i noticed the sizing is different with each color. i normally wear an xs but in the gray and blue i bought s to have a little room. i also bought the black color but the s was huge! i exchanged for an xs so hopefully it will fit better. it had to be ordered. it definitely stretches out as you wear it though.,Layering
1,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4""  120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",Layering
1,This is a very nice turtleneck. the variations in the ribbing are a modern (and flattering) touch. in some of the photos online it almost looked to me like there are color variations - fyi there are not. all the ribbing areas are the same shade of black. ---------- unless you are very small framed  i would recommend sizing up; or  if you typically wear a m or a l  go with the l. as reference i have wide shoulders (wider than my hips)  large biceps  and a 34b chest  and i went with the l because,Layering
1,Perfect semi-dressy summer top  that could definitely go year round. love the buttons up the back. it's flows but the slight peplum keeps it from looking tent like. love this so much i ordered another in black.,Layering
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I love these leggings - they look and feel great  but i can't wear them out of the house! there is no elastic in the waistband  so they are constantly falling down. i won't dare wear them out  for fear they will fall down when i walk across the street. everything else about the leggings is exactly what i was looking for: style  comfort  and warmth. they are great for curling up to read a good book in front of the fire; not for doing anything active.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I have the blue and gray and love the look and feel. however  the gray within days ripped at the seam and other areas.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
1,I wanted these leggings to wear under dresses during winter to keep my legs warm. they get the job done and for an incredible price. they are soft and lined with fleece on the inside. i'm not sure the ribbing on the black is necessary but it's subtle and i don't mind it. they are a tad long on my petite frame but since i intend to tuck them into boots  the length not a problem. my only quibble is that my first pair arrived with three snags on one leg. retailer kindly sent me a new pair for,Legwear
1,I have 9.5-10 size feet  and these are a bit small; the heel doesn't quite make it around my heel to where it's supposed to be. still  they're comfy and not too thick or too warm. i really like the stripes of different patterns. good trouser socks. i imagine if you're size 7 or 8 these will fit perfectly. i got the mint and the pink colors  and they're very true to how they appear on my computer screen.,Legwear
1,I bought the black leggings and love how warm and comfy they are. i wore them with a tunic and boots to work  and people were surprised that they were leggings. the ribbing makes them nicer than plain black leggings. i want another pair  especially for the price!,Legwear
1,These are the perfect leggings. they're so soft  and they don't stretch and droop throughout a day of wearing them. i ordered the grey and moss  and they have different textures  which is fun.,Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,On the advice of other reviewers i purchased the m/l in this item. boy was i happy i did. i am normally a size 6-8 and because of the sheerness issue mentioned by another reviewer i purchased the larger size. they are still sheer in the rear end. you must wear a tunic or longer shirt/skirt with these. if you are hanging around the house it is not too bad. these are very comfortable and feel great while wearing. the color is great and the look is good. they are really long when you remove them fr,Legwear
1,For cat lovers in particular  these socks will grab your attention. they are fine quality ankle socks. the kittens are really more moss green than beige.,Legwear
1,Love the fit and feel of these. and super stylish too. i want in more colors if i can get it.,Legwear
1,"These tights are so cute  but the sizing leaves much to be desired. i guess they are true to size since they are labeled s/m.  i'm 5'0"" with shorter legs than torso  and i suppose i'm lucky that i have muscular (read: large) quads/thighs to suck up some of the fabric  otherwise these might have just bunched up at my ankles.  the other thing i don't love about them is the feel of the fabric - it's more sweater-like (and not a soft sweater) than stretchy. maybe that was the intent  but i find tigh",Legwear
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,I was looking for a casual dress for quick errands that was trendy but comfy.  this dress had a lot of potential [i was drawn to the print]  but the material is awful. so thin and scratchy! immediately went back.,Lounge
-1,I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home  i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck  and it naturally sticks out rather far in the back. i wanted to love t,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,These pants looked worn  washed & old looking when i received them! the quality is super thin cotton as if it's been washed a million times & is about to fall apart! the workmanship is terrible. you can see loose stitching all over. the top portion is too tight & looks terrible stretched out. i liked absolutely nothing about this pants except the idea of them from the picture online...,Lounge
-1,Material is thin  with a fleece like feeling on the inside. hard to describe but almost feels like a really thin north face material. the cut on the sides of chest area is super awkward  shows way too much  would never be appropriate to wear a regular bra underneath.,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
0,The body is huge  while the arms fit. being returned!,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,The blue was a great color and i like the idea of a reversible top. however the xs was just swimming on me. this looks much more fitted in the pictures. my favorite workout top is from this brand and it is fitted and held up for 6 months. where are the fitted tops?? i'll keep looking.,Lounge
